sexe_annee_dpt,annee,top,cla_age_5,sexe,dept,Npop,prev
1_2021_46,2021,,05-09,1,46,3760,0
2_2021_46,2021,,05-09,2,46,3690,0
9_2021_46,2021,,05-09,9,46,7450,0
1_2021_46,2021,,10-14,1,46,4300,0
2_2021_46,2021,,10-14,2,46,4200,0
9_2021_46,2021,,10-14,9,46,8500,0
1_2021_46,2021,,15-19,1,46,4590,0.261
2_2021_46,2021,,15-19,2,46,4310,0.743
9_2021_46,2021,,15-19,9,46,8900,0.495
1_2021_46,2021,,20-24,1,46,4100,0.902
2_2021_46,2021,,20-24,2,46,3830,1.96
9_2021_46,2021,,20-24,9,46,7930,1.412
1_2021_46,2021,,25-29,1,46,3700,1.516
2_2021_46,2021,,25-29,2,46,3610,2.908
9_2021_46,2021,,25-29,9,46,7310,2.204
1_2021_46,2021,,30-34,1,46,4090,1.98
2_2021_46,2021,,30-34,2,46,4120,3.008
9_2021_46,2021,,30-34,9,46,8210,2.496
1_2021_46,2021,,35-39,1,46,4360,2.591
2_2021_46,2021,,35-39,2,46,4530,4.948
9_2021_46,2021,,35-39,9,46,8890,3.792
1_2021_46,2021,,40-44,1,46,4440,2.93
2_2021_46,2021,,40-44,2,46,4680,5.979
9_2021_46,2021,,40-44,9,46,9120,4.496
1_2021_46,2021,,45-49,1,46,5020,3.662
2_2021_46,2021,,45-49,2,46,5260,7.319
9_2021_46,2021,,45-49,9,46,10280,5.533
1_2021_46,2021,,50-54,1,46,5640,4.31
2_2021_46,2021,,50-54,2,46,5880,8.516
9_2021_46,2021,,50-54,9,46,11520,6.458
1_2021_46,2021,,55-59,1,46,6010,4.779
2_2021_46,2021,,55-59,2,46,6550,9.271
9_2021_46,2021,,55-59,9,46,12550,7.122
1_2021_46,2021,,60-64,1,46,6600,4.412
2_2021_46,2021,,60-64,2,46,6870,9.169
9_2021_46,2021,,60-64,9,46,13470,6.839
1_2021_46,2021,,65-69,1,46,6750,5.082
2_2021_46,2021,,65-69,2,46,7060,9.459
9_2021_46,2021,,65-69,9,46,13810,7.32
1_2021_46,2021,,70-74,1,46,6560,5.796
2_2021_46,2021,,70-74,2,46,6820,10.262
9_2021_46,2021,,70-74,9,46,13380,8.074
1_2021_46,2021,,75-79,1,46,4190,6.632
2_2021_46,2021,,75-79,2,46,4830,12.104
9_2021_46,2021,,75-79,9,46,9030,9.562
1_2021_46,2021,,80-84,1,46,3020,8.786
2_2021_46,2021,,80-84,2,46,3830,14.308
9_2021_46,2021,,80-84,9,46,6850,11.876
1_2021_46,2021,,85-89,1,46,2200,10.889
2_2021_46,2021,,85-89,2,46,3390,15.983
9_2021_46,2021,,85-89,9,46,5600,13.977
1_2021_46,2021,,90-94,1,46,1090,13.523
2_2021_46,2021,,90-94,2,46,2170,17.321
9_2021_46,2021,,90-94,9,46,3250,16.052
1_2021_46,2021,,95et+,1,46,340,11.176
2_2021_46,2021,,95et+,2,46,980,17.227
9_2021_46,2021,,95et+,9,46,1320,15.67
1_2021_46,2021,,tsage,1,46,84010,3.721
2_2021_46,2021,,tsage,2,46,89690,7.308
9_2021_46,2021,,tsage,9,46,173700,5.573
1_2021_47,2021,,00-04,1,47,7640,0
2_2021_47,2021,,00-04,2,47,7030,0
9_2021_47,2021,,00-04,9,47,14670,0
1_2021_47,2021,,05-09,1,47,8890,0
2_2021_47,2021,,05-09,2,47,8490,0
9_2021_47,2021,,05-09,9,47,17380,0
1_2021_47,2021,,10-14,1,47,9590,0
2_2021_47,2021,,10-14,2,47,9160,0.164
9_2021_47,2021,,10-14,9,47,18750,0.133
1_2021_47,2021,,15-19,1,47,9630,0.332
2_2021_47,2021,,15-19,2,47,9290,0.98
9_2021_47,2021,,15-19,9,47,18920,0.65
1_2021_47,2021,,20-24,1,47,8910,0.685
2_2021_47,2021,,20-24,2,47,8680,1.463
9_2021_47,2021,,20-24,9,47,17590,1.069
1_2021_47,2021,,25-29,1,47,8020,0.998
2_2021_47,2021,,25-29,2,47,8010,2.009
9_2021_47,2021,,25-29,9,47,16030,1.503
1_2021_47,2021,,30-34,1,47,8590,1.304
2_2021_47,2021,,30-34,2,47,8810,3.156
9_2021_47,2021,,30-34,9,47,17400,2.242
1_2021_47,2021,,35-39,1,47,9060,1.689
2_2021_47,2021,,35-39,2,47,9520,4.402
9_2021_47,2021,,35-39,9,47,18580,3.079
1_2021_47,2021,,40-44,1,47,9270,2.491
2_2021_47,2021,,40-44,2,47,9540,5.68
9_2021_47,2021,,40-44,9,47,18820,4.108
1_2021_47,2021,,45-49,1,47,9890,3.114
2_2021_47,2021,,45-49,2,47,10240,7.257
9_2021_47,2021,,45-49,9,47,20130,5.222
1_2021_47,2021,,50-54,1,47,10650,3.652
2_2021_47,2021,,50-54,2,47,11160,8.295
9_2021_47,2021,,50-54,9,47,21820,6.027
1_2021_47,2021,,55-59,1,47,11290,4.376
2_2021_47,2021,,55-59,2,47,11940,9.308
9_2021_47,2021,,55-59,9,47,23230,6.911
1_2021_47,2021,,60-64,1,47,10940,4.222
2_2021_47,2021,,60-64,2,47,12040,9.28
9_2021_47,2021,,60-64,9,47,22980,6.871
1_2021_47,2021,,65-69,1,47,10960,3.842
2_2021_47,2021,,65-69,2,47,11870,8.677
9_2021_47,2021,,65-69,9,47,22830,6.356
1_2021_47,2021,,70-74,1,47,10570,5.193
2_2021_47,2021,,70-74,2,47,11540,9.844
9_2021_47,2021,,70-74,9,47,22110,7.62
1_2021_47,2021,,75-79,1,47,7270,6.632
2_2021_47,2021,,75-79,2,47,8740,12.124
9_2021_47,2021,,75-79,9,47,16000,9.629
1_2021_47,2021,,80-84,1,47,5440,8.637
2_2021_47,2021,,80-84,2,47,6690,14.348
9_2021_47,2021,,80-84,9,47,12130,11.786
1_2021_47,2021,,85-89,1,47,3940,9.587
2_2021_47,2021,,85-89,2,47,6050,16.846
9_2021_47,2021,,85-89,9,47,9990,13.981
1_2021_47,2021,,90-94,1,47,1840,12.616
2_2021_47,2021,,90-94,2,47,3780,17.975
9_2021_47,2021,,90-94,9,47,5620,16.222
1_2021_47,2021,,95et+,1,47,520,13.372
2_2021_47,2021,,95et+,2,47,1740,19.02
9_2021_47,2021,,95et+,9,47,2250,17.725
1_2021_47,2021,,tsage,1,47,162910,3.029
2_2021_47,2021,,tsage,2,47,174300,6.739
9_2021_47,2021,,tsage,9,47,337210,4.947
1_2021_48,2021,,00-04,1,48,1450,0
2_2021_48,2021,,00-04,2,48,1420,0
9_2021_48,2021,,00-04,9,48,2880,0
1_2021_48,2021,,05-09,1,48,1740,0
2_2021_48,2021,,05-09,2,48,1730,0
9_2021_48,2021,,05-09,9,48,3470,0
1_2021_48,2021,,10-14,1,48,2010,0
2_2021_48,2021,,10-14,2,48,1980,0
9_2021_48,2021,,10-14,9,48,3990,0
1_2021_48,2021,,15-19,1,48,2180,0
2_2021_48,2021,,15-19,2,48,1960,0.715
9_2021_48,2021,,15-19,9,48,4140,0.411
1_2021_48,2021,,20-24,1,48,1890,1.22
2_2021_48,2021,,20-24,2,48,1790,1.729
9_2021_48,2021,,20-24,9,48,3680,1.468
1_2021_48,2021,,25-29,1,48,1770,1.359
2_2021_48,2021,,25-29,2,48,1600,1.559
9_2021_48,2021,,25-29,9,48,3370,1.454
1_2021_48,2021,,30-34,1,48,1710,0.995
2_2021_48,2021,,30-34,2,48,1810,3.042
9_2021_48,2021,,30-34,9,48,3520,2.047
1_2021_48,2021,,35-39,1,48,2020,2.133
2_2021_48,2021,,35-39,2,48,2070,4.539
9_2021_48,2021,,35-39,9,48,4090,3.352
1_2021_48,2021,,40-44,1,48,2050,2.248
2_2021_48,2021,,40-44,2,48,2100,5.468
9_2021_48,2021,,40-44,9,48,4150,3.88
1_2021_48,2021,,45-49,1,48,2350,3.357
2_2021_48,2021,,45-49,2,48,2250,6.628
9_2021_48,2021,,45-49,9,48,4600,4.955
1_2021_48,2021,,50-54,1,48,2650,3.282
2_2021_48,2021,,50-54,2,48,2520,8.211
9_2021_48,2021,,50-54,9,48,5170,5.684
1_2021_48,2021,,55-59,1,48,2650,4.573
2_2021_48,2021,,55-59,2,48,2490,8.664
9_2021_48,2021,,55-59,9,48,5140,6.558
1_2021_48,2021,,60-64,1,48,2650,4.535
2_2021_48,2021,,60-64,2,48,2630,8.213
9_2021_48,2021,,60-64,9,48,5280,6.368
1_2021_48,2021,,65-69,1,48,2630,4.977
2_2021_48,2021,,65-69,2,48,2500,8.614
9_2021_48,2021,,65-69,9,48,5130,6.747
1_2021_48,2021,,70-74,1,48,2560,5.666
2_2021_48,2021,,70-74,2,48,2500,8.873
9_2021_48,2021,,70-74,9,48,5060,7.252
1_2021_48,2021,,75-79,1,48,1600,6.929
2_2021_48,2021,,75-79,2,48,1750,10.635
9_2021_48,2021,,75-79,9,48,3350,8.863
1_2021_48,2021,,80-84,1,48,1150,7.86
2_2021_48,2021,,80-84,2,48,1430,13.025
9_2021_48,2021,,80-84,9,48,2570,10.727
1_2021_48,2021,,85-89,1,48,810,10.136
2_2021_48,2021,,85-89,2,48,1250,14.126
9_2021_48,2021,,85-89,9,48,2060,12.561
1_2021_48,2021,,90-94,1,48,360,14.045
2_2021_48,2021,,90-94,2,48,790,17.557
9_2021_48,2021,,90-94,9,48,1140,16.462
1_2021_48,2021,,95et+,1,48,100,12.5
2_2021_48,2021,,95et+,2,48,360,19.559
9_2021_48,2021,,95et+,9,48,470,17.987
1_2021_48,2021,,tsage,1,48,36300,3.264
2_2021_48,2021,,tsage,2,48,36940,6.279
9_2021_48,2021,,tsage,9,48,73240,4.784
1_2021_49,2021,,00-04,1,49,21800,0
2_2021_49,2021,,00-04,2,49,21030,0
9_2021_49,2021,,00-04,9,49,42830,0
1_2021_49,2021,,05-09,1,49,25480,0
2_2021_49,2021,,05-09,2,49,24160,0
9_2021_49,2021,,05-09,9,49,49640,0.028
1_2021_49,2021,,10-14,1,49,27370,0.062
2_2021_49,2021,,10-14,2,49,26300,0.179
9_2021_49,2021,,10-14,9,49,53660,0.119
1_2021_49,2021,,15-19,1,49,27570,0.276
2_2021_49,2021,,15-19,2,49,26490,0.853
9_2021_49,2021,,15-19,9,49,54060,0.559
1_2021_49,2021,,20-24,1,49,26650,0.773
2_2021_49,2021,,20-24,2,49,26860,2.077
9_2021_49,2021,,20-24,9,49,53510,1.428
1_2021_49,2021,,25-29,1,49,23270,1.122
2_2021_49,2021,,25-29,2,49,23280,2.371
9_2021_49,2021,,25-29,9,49,46550,1.747
1_2021_49,2021,,30-34,1,49,23620,1.656
2_2021_49,2021,,30-34,2,49,24240,3.181
9_2021_49,2021,,30-34,9,49,47850,2.428
1_2021_49,2021,,35-39,1,49,24650,2.134
2_2021_49,2021,,35-39,2,49,25440,4.336
9_2021_49,2021,,35-39,9,49,50080,3.253
1_2021_49,2021,,40-44,1,49,25260,2.676
2_2021_49,2021,,40-44,2,49,25490,5.697
9_2021_49,2021,,40-44,9,49,50750,4.193
1_2021_49,2021,,45-49,1,49,25860,3.155
2_2021_49,2021,,45-49,2,49,26130,7.18
9_2021_49,2021,,45-49,9,49,51990,5.178
1_2021_49,2021,,50-54,1,49,26020,3.743
2_2021_49,2021,,50-54,2,49,26000,8.039
9_2021_49,2021,,50-54,9,49,52020,5.89
1_2021_49,2021,,55-59,1,49,25190,4.383
2_2021_49,2021,,55-59,2,49,26100,8.882
9_2021_49,2021,,55-59,9,49,51280,6.673
1_2021_49,2021,,60-64,1,49,23760,4.377
2_2021_49,2021,,60-64,2,49,25270,8.759
9_2021_49,2021,,60-64,9,49,49020,6.636
1_2021_49,2021,,65-69,1,49,22230,4.422
2_2021_49,2021,,65-69,2,49,24200,8.568
9_2021_49,2021,,65-69,9,49,46430,6.583
1_2021_49,2021,,70-74,1,49,20640,5.019
2_2021_49,2021,,70-74,2,49,23470,9.849
9_2021_49,2021,,70-74,9,49,44110,7.589
1_2021_49,2021,,75-79,1,49,13230,5.796
2_2021_49,2021,,75-79,2,49,16170,11.499
9_2021_49,2021,,75-79,9,49,29400,8.932
1_2021_49,2021,,80-84,1,49,9450,7.812
2_2021_49,2021,,80-84,2,49,12920,13.117
9_2021_49,2021,,80-84,9,49,22360,10.876
1_2021_49,2021,,85-89,1,49,7060,9.208
2_2021_49,2021,,85-89,2,49,11450,15.396
9_2021_49,2021,,85-89,9,49,18510,13.036
1_2021_49,2021,,90-94,1,49,3250,11.927
2_2021_49,2021,,90-94,2,49,7410,16.556
9_2021_49,2021,,90-94,9,49,10660,15.144
1_2021_49,2021,,95et+,1,49,1080,12.628
2_2021_49,2021,,95et+,2,49,3340,17.499
9_2021_49,2021,,95et+,9,49,4420,16.312
1_2021_49,2021,,tsage,1,49,403420,2.676
2_2021_49,2021,,tsage,2,49,425720,5.808
9_2021_49,2021,,tsage,9,49,829140,4.284
1_2021_50,2021,,00-04,1,50,11060,0
2_2021_50,2021,,00-04,2,50,10660,0
9_2021_50,2021,,00-04,9,50,21720,0
1_2021_50,2021,,05-09,1,50,12920,0
2_2021_50,2021,,05-09,2,50,12480,0
9_2021_50,2021,,05-09,9,50,25410,0
1_2021_50,2021,,10-14,1,50,14110,0.078
2_2021_50,2021,,10-14,2,50,13460,0.082
9_2021_50,2021,,10-14,9,50,27570,0.08
1_2021_50,2021,,15-19,1,50,14620,0.349
2_2021_50,2021,,15-19,2,50,13950,1.276
9_2021_50,2021,,15-19,9,50,28570,0.802
1_2021_50,2021,,20-24,1,50,13790,1.088
2_2021_50,2021,,20-24,2,50,13590,2.208
9_2021_50,2021,,20-24,9,50,27380,1.644
1_2021_50,2021,,25-29,1,50,12760,1.693
2_2021_50,2021,,25-29,2,50,12320,3.028
9_2021_50,2021,,25-29,9,50,25080,2.349
1_2021_50,2021,,30-34,1,50,13570,2.211
2_2021_50,2021,,30-34,2,50,13160,4.56
9_2021_50,2021,,30-34,9,50,26730,3.367
1_2021_50,2021,,35-39,1,50,13550,2.901
2_2021_50,2021,,35-39,2,50,13640,6.621
9_2021_50,2021,,35-39,9,50,27190,4.767
1_2021_50,2021,,40-44,1,50,13730,4.07
2_2021_50,2021,,40-44,2,50,13940,8.344
9_2021_50,2021,,40-44,9,50,27670,6.223
1_2021_50,2021,,45-49,1,50,14400,5.028
2_2021_50,2021,,45-49,2,50,14880,10.006
9_2021_50,2021,,45-49,9,50,29280,7.558
1_2021_50,2021,,50-54,1,50,16070,5.582
2_2021_50,2021,,50-54,2,50,16190,10.812
9_2021_50,2021,,50-54,9,50,32250,8.207
1_2021_50,2021,,55-59,1,50,17210,6.062
2_2021_50,2021,,55-59,2,50,17500,11.582
9_2021_50,2021,,55-59,9,50,34710,8.845
1_2021_50,2021,,60-64,1,50,17500,5.812
2_2021_50,2021,,60-64,2,50,17780,11.465
9_2021_50,2021,,60-64,9,50,35270,8.661
1_2021_50,2021,,65-69,1,50,16680,5.918
2_2021_50,2021,,65-69,2,50,17360,10.992
9_2021_50,2021,,65-69,9,50,34040,8.505
1_2021_50,2021,,70-74,1,50,15600,6.745
2_2021_50,2021,,70-74,2,50,17240,12.027
9_2021_50,2021,,70-74,9,50,32840,9.519
1_2021_50,2021,,75-79,1,50,9680,7.688
2_2021_50,2021,,75-79,2,50,11590,13.454
9_2021_50,2021,,75-79,9,50,21270,10.83
1_2021_50,2021,,80-84,1,50,7060,9.636
2_2021_50,2021,,80-84,2,50,9750,14.948
9_2021_50,2021,,80-84,9,50,16810,12.718
1_2021_50,2021,,85-89,1,50,5340,10.616
2_2021_50,2021,,85-89,2,50,9070,17.115
9_2021_50,2021,,85-89,9,50,14420,14.707
1_2021_50,2021,,90-94,1,50,2430,11.426
2_2021_50,2021,,90-94,2,50,5540,17.298
9_2021_50,2021,,90-94,9,50,7980,15.507
1_2021_50,2021,,95et+,1,50,650,13.932
2_2021_50,2021,,95et+,2,50,2240,16.369
9_2021_50,2021,,95et+,9,50,2880,15.822
1_2021_50,2021,,tsage,1,50,242710,4.021
2_2021_50,2021,,tsage,2,50,256330,8.081
9_2021_50,2021,,tsage,9,50,499040,6.106
1_2021_51,2021,,00-04,1,51,14640,0
2_2021_51,2021,,00-04,2,51,14110,0
9_2021_51,2021,,00-04,9,51,28740,0
1_2021_51,2021,,05-09,1,51,16390,0
2_2021_51,2021,,05-09,2,51,15900,0
9_2021_51,2021,,05-09,9,51,32300,0
1_2021_51,2021,,10-14,1,51,17270,0.098
2_2021_51,2021,,10-14,2,51,16460,0.128
9_2021_51,2021,,10-14,9,51,33730,0.113
1_2021_51,2021,,15-19,1,51,16930,0.496
2_2021_51,2021,,15-19,2,51,16350,1.431
9_2021_51,2021,,15-19,9,51,33290,0.955
1_2021_51,2021,,20-24,1,51,17960,0.958
2_2021_51,2021,,20-24,2,51,17860,2.497
9_2021_51,2021,,20-24,9,51,35820,1.725
1_2021_51,2021,,25-29,1,51,17280,1.325
2_2021_51,2021,,25-29,2,51,16870,2.869
9_2021_51,2021,,25-29,9,51,34150,2.088
1_2021_51,2021,,30-34,1,51,17300,2.087
2_2021_51,2021,,30-34,2,51,17400,3.989
9_2021_51,2021,,30-34,9,51,34700,3.041
1_2021_51,2021,,35-39,1,51,17290,2.603
2_2021_51,2021,,35-39,2,51,17510,5.939
9_2021_51,2021,,35-39,9,51,34800,4.282
1_2021_51,2021,,40-44,1,51,16970,3.23
2_2021_51,2021,,40-44,2,51,17210,7.413
9_2021_51,2021,,40-44,9,51,34180,5.337
1_2021_51,2021,,45-49,1,51,17050,4.271
2_2021_51,2021,,45-49,2,51,17450,9.425
9_2021_51,2021,,45-49,9,51,34500,6.878
1_2021_51,2021,,50-54,1,51,17880,4.625
2_2021_51,2021,,50-54,2,51,18220,10.639
9_2021_51,2021,,50-54,9,51,36100,7.659
1_2021_51,2021,,55-59,1,51,17420,5.476
2_2021_51,2021,,55-59,2,51,17950,11.152
9_2021_51,2021,,55-59,9,51,35370,8.356
1_2021_51,2021,,60-64,1,51,16120,5.248
2_2021_51,2021,,60-64,2,51,17920,10.986
9_2021_51,2021,,60-64,9,51,34040,8.269
1_2021_51,2021,,65-69,1,51,14930,5.324
2_2021_51,2021,,65-69,2,51,17140,10.463
9_2021_51,2021,,65-69,9,51,32070,8.07
1_2021_51,2021,,70-74,1,51,14550,5.485
2_2021_51,2021,,70-74,2,51,16990,11.728
9_2021_51,2021,,70-74,9,51,31540,8.847
1_2021_51,2021,,75-79,1,51,9290,7.213
2_2021_51,2021,,75-79,2,51,11020,13.038
9_2021_51,2021,,75-79,9,51,20310,10.374
1_2021_51,2021,,80-84,1,51,5920,8.328
2_2021_51,2021,,80-84,2,51,8550,14.926
9_2021_51,2021,,80-84,9,51,14470,12.226
1_2021_51,2021,,85-89,1,51,4110,10.562
2_2021_51,2021,,85-89,2,51,7180,16.746
9_2021_51,2021,,85-89,9,51,11290,14.495
1_2021_51,2021,,90-94,1,51,1690,12.043
2_2021_51,2021,,90-94,2,51,4210,18.048
9_2021_51,2021,,90-94,9,51,5910,16.325
1_2021_51,2021,,95et+,1,51,430,11.778
2_2021_51,2021,,95et+,2,51,1700,17.678
9_2021_51,2021,,95et+,9,51,2130,16.479
1_2021_51,2021,,tsage,1,51,271420,3.193
2_2021_51,2021,,tsage,2,51,288000,7.122
9_2021_51,2021,,tsage,9,51,559420,5.216
1_2021_52,2021,,00-04,1,52,3620,0
2_2021_52,2021,,00-04,2,52,3470,0
9_2021_52,2021,,00-04,9,52,7100,0
1_2021_52,2021,,05-09,1,52,4370,0
2_2021_52,2021,,05-09,2,52,4120,0
9_2021_52,2021,,05-09,9,52,8490,0
1_2021_52,2021,,10-14,1,52,4570,0
2_2021_52,2021,,10-14,2,52,4500,0
9_2021_52,2021,,10-14,9,52,9060,0.154
1_2021_52,2021,,15-19,1,52,4750,0.4
2_2021_52,2021,,15-19,2,52,4730,1.185
9_2021_52,2021,,15-19,9,52,9480,0.791
1_2021_52,2021,,20-24,1,52,4770,0.817
2_2021_52,2021,,20-24,2,52,4430,2.212
9_2021_52,2021,,20-24,9,52,9200,1.489
1_2021_52,2021,,25-29,1,52,4250,1.507
2_2021_52,2021,,25-29,2,52,3970,2.672
9_2021_52,2021,,25-29,9,52,8210,2.07
1_2021_52,2021,,30-34,1,52,4650,2.065
2_2021_52,2021,,30-34,2,52,4300,4.186
9_2021_52,2021,,30-34,9,52,8950,3.084
1_2021_52,2021,,35-39,1,52,4530,3.138
2_2021_52,2021,,35-39,2,52,4590,6.031
9_2021_52,2021,,35-39,9,52,9120,4.595
1_2021_52,2021,,40-44,1,52,4590,3.009
2_2021_52,2021,,40-44,2,52,4510,7.344
9_2021_52,2021,,40-44,9,52,9090,5.158
1_2021_52,2021,,45-49,1,52,4850,4.082
2_2021_52,2021,,45-49,2,52,4850,8.253
9_2021_52,2021,,45-49,9,52,9700,6.166
1_2021_52,2021,,50-54,1,52,5430,5.192
2_2021_52,2021,,50-54,2,52,5530,10.796
9_2021_52,2021,,50-54,9,52,10960,8.019
1_2021_52,2021,,55-59,1,52,5910,4.937
2_2021_52,2021,,55-59,2,52,6030,11.586
9_2021_52,2021,,55-59,9,52,11950,8.295
1_2021_52,2021,,60-64,1,52,5810,5.097
2_2021_52,2021,,60-64,2,52,6090,10.695
9_2021_52,2021,,60-64,9,52,11890,7.962
1_2021_52,2021,,65-69,1,52,5750,4.728
2_2021_52,2021,,65-69,2,52,6150,10.791
9_2021_52,2021,,65-69,9,52,11910,7.862
1_2021_52,2021,,70-74,1,52,5480,4.599
2_2021_52,2021,,70-74,2,52,6030,10.776
9_2021_52,2021,,70-74,9,52,11510,7.836
1_2021_52,2021,,75-79,1,52,3510,6.346
2_2021_52,2021,,75-79,2,52,4000,11.663
9_2021_52,2021,,75-79,9,52,7520,9.178
1_2021_52,2021,,80-84,1,52,2530,7.081
2_2021_52,2021,,80-84,2,52,3350,12.885
9_2021_52,2021,,80-84,9,52,5870,10.387
1_2021_52,2021,,85-89,1,52,1720,8.784
2_2021_52,2021,,85-89,2,52,2850,14.391
9_2021_52,2021,,85-89,9,52,4570,12.281
1_2021_52,2021,,90-94,1,52,720,9.04
2_2021_52,2021,,90-94,2,52,1720,12.5
9_2021_52,2021,,90-94,9,52,2440,11.48
1_2021_52,2021,,95et+,1,52,190,8.247
2_2021_52,2021,,95et+,2,52,720,13.808
9_2021_52,2021,,95et+,9,52,910,12.623
1_2021_52,2021,,tsage,1,52,82000,3.333
2_2021_52,2021,,tsage,2,52,85930,7.375
9_2021_52,2021,,tsage,9,52,167930,5.401
1_2021_53,2021,,00-04,1,53,7550,0
2_2021_53,2021,,00-04,2,53,7090,0
9_2021_53,2021,,00-04,9,53,14630,0
1_2021_53,2021,,05-09,1,53,8890,0
2_2021_53,2021,,05-09,2,53,8710,0
9_2021_53,2021,,05-09,9,53,17600,0
1_2021_53,2021,,10-14,1,53,9860,0
2_2021_53,2021,,10-14,2,53,9610,0
9_2021_53,2021,,10-14,9,53,19470,0.077
1_2021_53,2021,,15-19,1,53,10210,0.314
2_2021_53,2021,,15-19,2,53,9820,0.774
9_2021_53,2021,,15-19,9,53,20030,0.539
1_2021_53,2021,,20-24,1,53,9280,0.808
2_2021_53,2021,,20-24,2,53,9110,1.713
9_2021_53,2021,,20-24,9,53,18390,1.256
1_2021_53,2021,,25-29,1,53,8080,1.138
2_2021_53,2021,,25-29,2,53,7640,2.03
9_2021_53,2021,,25-29,9,53,15720,1.571
1_2021_53,2021,,30-34,1,53,7830,1.609
2_2021_53,2021,,30-34,2,53,8080,3.118
9_2021_53,2021,,30-34,9,53,15910,2.375
1_2021_53,2021,,35-39,1,53,8260,2.168
2_2021_53,2021,,35-39,2,53,8420,4.253
9_2021_53,2021,,35-39,9,53,16670,3.221
1_2021_53,2021,,40-44,1,53,8660,2.749
2_2021_53,2021,,40-44,2,53,8980,5.526
9_2021_53,2021,,40-44,9,53,17630,4.163
1_2021_53,2021,,45-49,1,53,9350,3.498
2_2021_53,2021,,45-49,2,53,9430,7.391
9_2021_53,2021,,45-49,9,53,18780,5.453
1_2021_53,2021,,50-54,1,53,9900,3.95
2_2021_53,2021,,50-54,2,53,9770,9.002
9_2021_53,2021,,50-54,9,53,19660,6.459
1_2021_53,2021,,55-59,1,53,9890,4.397
2_2021_53,2021,,55-59,2,53,9820,8.489
9_2021_53,2021,,55-59,9,53,19720,6.436
1_2021_53,2021,,60-64,1,53,9670,4.738
2_2021_53,2021,,60-64,2,53,9680,8.747
9_2021_53,2021,,60-64,9,53,19350,6.744
1_2021_53,2021,,65-69,1,53,8900,4.676
2_2021_53,2021,,65-69,2,53,9260,8.498
9_2021_53,2021,,65-69,9,53,18160,6.626
1_2021_53,2021,,70-74,1,53,8300,5.396
2_2021_53,2021,,70-74,2,53,9220,9.381
9_2021_53,2021,,70-74,9,53,17520,7.493
1_2021_53,2021,,75-79,1,53,5150,6.16
2_2021_53,2021,,75-79,2,53,5950,11.007
9_2021_53,2021,,75-79,9,53,11100,8.759
1_2021_53,2021,,80-84,1,53,3880,8.011
2_2021_53,2021,,80-84,2,53,5290,12.656
9_2021_53,2021,,80-84,9,53,9180,10.691
1_2021_53,2021,,85-89,1,53,3240,8.866
2_2021_53,2021,,85-89,2,53,4870,14.438
9_2021_53,2021,,85-89,9,53,8110,12.213
1_2021_53,2021,,90-94,1,53,1560,8.905
2_2021_53,2021,,90-94,2,53,3030,16.667
9_2021_53,2021,,90-94,9,53,4590,14.027
1_2021_53,2021,,95et+,1,53,450,11.504
2_2021_53,2021,,95et+,2,53,1340,13.17
9_2021_53,2021,,95et+,9,53,1800,12.751
1_2021_53,2021,,tsage,1,53,148900,2.911
2_2021_53,2021,,tsage,2,53,155120,5.88
9_2021_53,2021,,tsage,9,53,304020,4.426
1_2021_54,2021,,00-04,1,54,16820,0
2_2021_54,2021,,00-04,2,54,15790,0
9_2021_54,2021,,00-04,9,54,32610,0
1_2021_54,2021,,05-09,1,54,19130,0.068
2_2021_54,2021,,05-09,2,54,18170,0
9_2021_54,2021,,05-09,9,54,37300,0.048
1_2021_54,2021,,10-14,1,54,20090,0.149
2_2021_54,2021,,10-14,2,54,18980,0.206
9_2021_54,2021,,10-14,9,54,39060,0.177
1_2021_54,2021,,15-19,1,54,19840,0.479
2_2021_54,2021,,15-19,2,54,19320,1.32
9_2021_54,2021,,15-19,9,54,39160,0.894
1_2021_54,2021,,20-24,1,54,21880,1.079
2_2021_54,2021,,20-24,2,54,21890,2.453
9_2021_54,2021,,20-24,9,54,43770,1.766
1_2021_54,2021,,25-29,1,54,20450,1.609
2_2021_54,2021,,25-29,2,54,20110,3.188
9_2021_54,2021,,25-29,9,54,40560,2.392
1_2021_54,2021,,30-34,1,54,20670,2.361
2_2021_54,2021,,30-34,2,54,21130,4.443
9_2021_54,2021,,30-34,9,54,41800,3.414
1_2021_54,2021,,35-39,1,54,20610,3.018
2_2021_54,2021,,35-39,2,54,21430,6.23
9_2021_54,2021,,35-39,9,54,42040,4.655
1_2021_54,2021,,40-44,1,54,20300,3.797
2_2021_54,2021,,40-44,2,54,20690,8.072
9_2021_54,2021,,40-44,9,54,40990,5.955
1_2021_54,2021,,45-49,1,54,19900,4.654
2_2021_54,2021,,45-49,2,54,20610,9.755
9_2021_54,2021,,45-49,9,54,40500,7.249
1_2021_54,2021,,50-54,1,54,20540,5.257
2_2021_54,2021,,50-54,2,54,21500,11.538
9_2021_54,2021,,50-54,9,54,42040,8.469
1_2021_54,2021,,55-59,1,54,20560,5.993
2_2021_54,2021,,55-59,2,54,22170,12.581
9_2021_54,2021,,55-59,9,54,42730,9.411
1_2021_54,2021,,60-64,1,54,20290,5.372
2_2021_54,2021,,60-64,2,54,22190,11.309
9_2021_54,2021,,60-64,9,54,42480,8.473
1_2021_54,2021,,65-69,1,54,19210,4.91
2_2021_54,2021,,65-69,2,54,21920,10.489
